Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,53.000,265.855,12.452,97.141,255.205,389.145,483.950,556.280,646.957,1890.170,0.004
5,46.400,239.969,23.606,74.982,235.680,353.316,457.733,497.943,538.810,569.296,0.004
10,49.800,211.096,8.107,73.572,216.697,311.281,394.693,448.089,545.725,640.786,0.005
15,49.800,183.425,8.412,56.526,190.305,278.323,331.413,349.152,453.008,1064.116,0.005
20,57.000,177.754,17.093,63.973,188.800,256.617,311.083,335.800,388.769,968.654,0.006
25,57.000,161.127,15.255,56.931,159.920,247.552,312.052,340.257,389.448,410.641,0.006
30,55.200,166.051,12.858,60.079,174.022,254.491,299.054,311.064,368.211,460.869,0.006
35,61.000,182.962,15.967,65.226,186.975,271.569,316.994,368.741,412.778,1445.004,0.005
40,53.600,189.255,7.586,61.149,188.196,276.278,330.631,343.707,420.948,1540.187,0.005
45,48.400,182.857,9.422,60.062,193.679,276.148,330.671,359.746,416.305,432.709,0.005
50,55.400,190.317,15.287,72.467,212.966,283.063,335.612,368.086,402.151,429.712,0.005
55,56.400,177.185,17.086,55.897,188.200,275.315,314.640,349.380,428.639,462.773,0.006
