Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,49.800,99.890,0.642,1.889,122.240,173.015,204.656,217.547,239.162,244.845,0.010
5,54.800,136.698,0.748,111.005,138.513,188.501,220.715,241.771,294.626,295.624,0.007
10,52.200,147.364,0.817,118.534,142.423,200.917,228.144,243.148,381.640,507.461,0.007
15,56.400,138.813,0.640,118.184,140.661,188.296,223.198,245.499,319.086,320.070,0.007
20,58.000,125.150,5.354,109.491,126.167,144.827,198.636,219.628,259.870,321.336,0.008
25,60.200,114.060,5.296,108.730,124.614,136.110,158.112,190.045,235.003,244.318,0.009
30,56.800,110.687,5.647,110.119,122.197,135.696,154.012,180.550,218.236,259.888,0.009
35,52.800,115.206,5.948,112.850,126.007,141.234,155.819,192.114,221.951,269.951,0.009
40,54.000,109.414,5.539,109.183,123.397,140.663,153.435,167.226,218.693,251.787,0.009
45,52.800,117.163,5.717,110.384,125.098,137.112,152.742,167.460,261.086,305.081,0.009
50,44.800,118.319,5.637,111.368,132.934,145.142,160.613,186.596,233.761,287.653,0.008
55,51.000,112.182,5.502,107.534,124.368,134.559,153.959,169.819,236.525,295.985,0.009
