Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,530.000,96.043,0.592,9.643,85.702,137.531,221.329,290.191,483.950,1890.170,0.010
5,512.400,97.569,0.630,9.138,93.980,142.157,220.715,264.008,455.001,569.296,0.010
10,510.000,97.567,0.587,8.959,95.521,141.576,222.408,261.309,421.028,640.786,0.010
15,540.400,92.889,0.526,9.205,95.382,141.201,216.478,250.166,328.134,1064.116,0.011
20,575.200,86.731,0.622,8.871,93.350,129.585,196.294,235.105,316.813,968.654,0.012
25,582.400,85.576,0.733,9.047,94.457,129.164,177.324,226.580,312.052,410.641,0.012
30,597.200,83.795,0.617,9.247,93.283,126.284,173.823,221.008,299.054,478.804,0.012
35,563.200,88.885,4.165,9.548,98.497,130.071,187.913,232.134,333.053,1445.004,0.011
40,561.600,89.001,4.435,9.538,100.420,130.396,179.086,225.736,329.214,1540.187,0.011
45,565.400,88.216,0.719,9.485,99.886,131.564,184.135,235.230,330.671,432.709,0.011
50,521.000,95.998,4.316,10.286,102.811,140.827,210.977,253.756,345.261,433.365,0.010
55,541.800,89.156,0.647,9.684,97.938,131.540,181.964,236.647,319.478,462.773,0.011
