Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,186.800,13.282,7.245,9.145,9.888,10.928,13.215,48.995,80.913,107.540,0.075
5,178.600,10.082,6.908,8.422,8.986,9.621,10.727,12.034,26.897,211.166,0.099
10,178.000,10.582,7.133,8.306,8.765,9.335,10.287,11.605,41.861,223.878,0.094
15,190.800,9.521,6.940,8.261,8.945,9.836,10.591,11.335,16.476,191.895,0.105
20,205.400,9.458,6.928,8.191,8.671,9.245,10.104,11.341,19.844,155.605,0.106
25,205.800,9.295,6.928,8.219,8.733,9.395,10.162,10.782,15.489,142.166,0.108
30,217.400,10.044,7.082,8.438,8.950,9.766,11.279,12.688,26.223,180.318,0.100
35,201.400,10.056,7.425,8.569,9.159,10.084,11.588,13.124,19.564,140.961,0.099
40,199.600,9.856,7.264,8.551,9.142,9.984,11.484,13.450,22.960,63.505,0.101
45,209.600,10.013,7.336,8.553,9.111,9.973,11.410,12.766,16.239,167.413,0.100
50,186.600,11.282,7.542,9.164,9.848,10.794,12.708,15.055,34.882,158.718,0.089
55,190.600,10.019,6.992,8.547,9.229,10.199,12.185,13.812,18.574,124.893,0.100
