Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,108.800,169.600,2.076,126.816,153.452,211.838,237.249,269.650,343.939,353.485,0.006
5,103.400,167.865,11.223,127.839,150.483,212.663,236.602,260.282,308.266,351.769,0.006
10,103.600,171.154,10.528,127.247,152.622,214.157,235.657,252.670,423.452,506.723,0.006
15,108.800,167.009,10.477,132.441,150.180,211.957,239.541,256.044,321.136,337.414,0.006
20,118.200,152.486,10.567,121.984,135.810,180.076,219.065,235.034,327.912,508.986,0.007
25,120.800,150.945,11.253,124.871,136.190,166.448,219.659,231.001,250.829,389.378,0.007
30,117.000,147.905,9.856,120.700,133.866,167.701,214.214,227.575,269.000,478.804,0.007
35,112.600,150.314,11.548,124.854,135.440,157.390,210.684,228.852,268.576,511.035,0.007
40,114.800,149.019,11.220,124.710,135.524,164.756,211.292,227.034,267.370,468.907,0.007
45,113.200,152.876,12.096,125.689,136.398,168.075,223.896,237.476,321.996,399.070,0.007
50,110.600,165.506,13.374,131.504,145.487,200.170,235.277,256.084,346.970,433.365,0.006
55,112.000,151.094,10.844,124.329,136.921,168.169,219.272,238.654,275.900,394.185,0.007
