Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,42.200,44.077,11.189,34.329,43.618,52.770,62.309,65.526,81.113,92.159,0.023
5,36.200,40.879,8.562,33.622,40.238,50.144,56.834,63.185,76.253,84.469,0.024
10,31.400,49.736,12.863,36.245,47.343,61.837,77.329,88.988,98.533,99.479,0.020
15,26.400,65.631,28.900,52.919,65.216,76.190,87.410,99.361,111.993,131.175,0.015
20,25.600,60.558,14.776,45.623,59.161,76.662,89.395,96.668,107.161,112.713,0.017
25,27.400,55.323,14.050,37.593,52.239,66.845,90.077,97.390,107.036,107.528,0.018
30,29.400,45.914,11.938,33.014,43.426,57.039,69.640,77.366,84.653,89.120,0.022
35,35.600,49.509,19.341,35.581,47.775,60.186,73.057,84.530,102.785,131.980,0.020
40,35.000,48.076,9.927,36.736,46.387,57.540,69.604,76.608,92.172,95.118,0.021
45,34.200,46.152,12.971,31.246,44.510,56.363,72.529,82.778,93.063,96.067,0.022
50,35.200,46.551,8.091,36.347,45.584,56.221,66.136,79.908,92.089,98.221,0.021
55,30.800,39.914,9.039,27.527,37.744,49.311,61.739,72.510,89.405,92.340,0.025
