Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,54.600,57.037,9.545,44.554,53.771,68.874,84.951,93.912,109.129,110.898,0.018
5,38.000,42.676,10.997,32.603,43.474,51.818,58.607,65.487,90.000,93.087,0.023
10,31.800,44.879,8.413,32.901,43.626,54.414,72.333,77.447,90.152,92.500,0.022
15,32.200,44.590,11.232,29.624,40.777,53.634,69.715,86.612,93.188,97.407,0.022
20,29.200,44.479,10.262,32.008,42.193,55.348,69.238,75.639,83.722,100.983,0.022
25,35.400,46.826,12.226,31.691,43.866,58.789,72.790,80.830,102.385,109.445,0.021
30,30.200,49.077,11.398,34.377,46.256,63.605,71.249,85.339,122.488,139.419,0.020
35,32.200,47.813,13.712,36.050,45.352,56.676,72.117,80.015,97.629,99.504,0.021
40,37.600,49.015,10.176,35.418,47.423,59.966,75.643,82.603,103.079,107.822,0.020
45,35.800,46.335,9.881,34.568,43.949,56.510,70.667,81.681,88.026,88.152,0.022
50,28.800,60.579,9.522,32.399,50.274,77.142,111.513,143.261,187.132,187.591,0.017
55,20.600,67.509,11.126,41.559,57.559,82.135,123.557,139.228,177.842,184.742,0.015
60,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
