Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,147.200,85.324,4.027,29.005,59.889,99.875,184.819,295.687,454.480,533.023,0.012
5,113.400,31.356,4.536,12.833,28.058,45.564,60.584,68.872,87.914,115.390,0.032
10,100.200,28.329,4.527,12.313,25.321,38.459,53.722,66.455,84.847,168.945,0.035
15,100.800,24.870,2.348,10.462,21.838,32.022,48.845,59.819,88.506,103.196,0.040
20,103.200,23.199,2.039,9.296,18.431,29.404,48.821,61.237,109.649,136.853,0.043
25,104.800,20.310,4.116,7.863,14.276,24.835,46.486,58.800,86.423,117.058,0.049
30,102.800,18.843,2.263,7.226,11.993,24.267,42.523,54.413,71.514,94.331,0.053
35,107.000,19.288,3.840,7.453,13.090,24.329,43.767,57.523,73.077,114.059,0.052
40,108.600,16.374,3.798,7.517,11.180,19.441,31.116,48.897,71.004,101.293,0.061
45,111.400,15.608,3.988,7.615,10.752,18.690,32.169,41.454,64.988,85.492,0.064
50,85.800,16.578,2.701,6.881,11.052,18.514,34.083,50.331,83.636,107.238,0.060
55,57.000,17.755,4.100,7.772,11.737,18.635,31.829,51.074,129.911,140.481,0.056
60,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
